compatibility_category,classification_basis,detected_brands,compatibility_brands,source_brands,title,product_brand,source_url,compatibility
cross-brand,structured-db,Acer | Asus | Fujitsu | HP | Lenovo | Packard Bell | Toshiba,Acer | Asus | Fujitsu | HP | Lenovo | Packard Bell | Toshiba,,Compatible Display LP156WHB-TLA1 15.6 in 1366x768 / HD 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lp156whb-tla1-30093444,"Panel part numbers: LP156WHB-TLA1, LP156WHB-TLD1, LP156WHB-TLB2, LP156WH3-TLF1, LP156WH3-TLAC, LP156WHB-TLB1, LP156WH3-TLBA, LP156WHB-TLA2. Compatible laptop models: Fujitsu LifeBook A531, Acer Aspire 5830T, Acer TravelMate 8572TG, Lenovo B575e (3685), Asus X502C, Packard Bell EasyNote TV43CM, Lenovo G500s (80AD/80AV), HP Pavilion DV6-7000, Toshiba Satellite L50-A, HP ProBook 455 G1. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Clevo | Medion | Packard Bell,Acer | Asus | Clevo | Medion | Packard Bell,,Compatible Display LP156WHB-TPA1 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lp156whb-tpa1-23694978,"Panel part numbers: LP156WHB-TPA1, LP156WHB-TPC1, LP156WHB-TPD1, LP156WHB (TP)(A1), LP156WHB-TPC2, LP156WHB-TPB1, LP156WHB (TP)(B1), LP156WHB-TPGA, LP156WHU-TPH1. Compatible laptop models: Packard Bell EasyNote TE69KB, Asus R510L, Asus F555LD, Acer TravelMate P2 (P255-M), Asus X555LF, Clevo N550x, Acer Aspire V3-532G, Medion Akoya E6416, Nexoc B519 (N350DW), Acer Aspire V5-552. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display LP156WHB-TPB1 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lp156whb-tpb1-28555426,"Panel part numbers: LP156WHB-TPB1, LP156WHB-TPD1, LP156WHB-TPD2, LP156WH3-TPSH, LP156WHB-TPC1, LP156WHB-TPA1, LP156WHB-TPC2, LP156WH3-TPT2, LP156WHB-TPGA. Compatible laptop models: Acer Aspire E1-530, Lenovo G50-80 (80E5/80KR/80L0/80L4/80R0), Lenovo ThinkPad L540 (20AU/20AV), Asus E502MA, Acer Aspire E1-532, Asus F555LF, Asus X550VX, Asus F555LA, Asus X555LA, Asus X550LB. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Clevo | HP | Lenovo | Packard Bell | Sony | Toshiba,Asus | Clevo | HP | Lenovo | Packard Bell | Sony | Toshiba,,Compatible Display LP156WHB-TPGB 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lp156whb-tpgb-18929919,"Panel part numbers: LP156WHB-TPGB, LP156WHU, LP156WHU (TP)(BH), LP156WH3, LP156WHB-TPH1, LP156WHU (TP)(B1), LP156WHB-TPL1, LP156WHU (TP)(D1). Compatible laptop models: Packard Bell EasyNote TE69BM, Packard Bell EasyNote TE69CXP, Asus R510LA, Clevo WA5x, Sony SVF1521, HP ProBook 650 G1, Lenovo G50-45 (80E3/80J1/80MQ), Lenovo G50-70 (80DY), Asus ROG G551JK, Toshiba Satellite S50-A. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Dell | HP | Lenovo,Acer | Asus | Dell | HP | Lenovo,,Compatible Display LP156WHU (TP)(F1) 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lp156whu-tp-f1-18929926,"Panel part numbers: LP156WHU (TP)(F1), LP156WHU (TP)(BH), LP156WHU, LP156WHU (TP)(B1), LP156WHU (TP)(E1), LP156WHB-TPL1, LP156WHU (TP)(D1), LP156WHU (TP)(G1). Compatible laptop models: Asus R556LA, Acer Aspire V 15 Nitro (VN7-571), Acer Aspire E5-571G, Lenovo G50-45 (80E3/80J1/80MQ), Acer Aspire E5-511, Dell Inspiron 15 (3551), Asus VivoBook X540LA, HP Pavilion 15-ac000, Asus ROG GL552VX, Asus R556LJ. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Clevo | Lenovo | Toshiba,Acer | Asus | Clevo | Lenovo | Toshiba,,Compatible Display LP156WHU-TPB1 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lp156whu-tpb1-25461733,"Panel part numbers: LP156WHU-TPB1, LP156WHU-TPBH, LP156WHU-TPF1, LP156WHU (TP)(F1), LP156WHU (TP)(E1), LP156WHU-TPD1, LP156WHU-TPG1, LP156WHU (TP)(G1). Compatible laptop models: Acer Aspire V5-572G, Asus R510LB, Lenovo ThinkPad Edge E550 (20DF/20DG), Clevo N550x, Acer Aspire E5-521, Toshiba Satellite P50D-C, Asus VivoBook X540SC, Asus F554LA, Lenovo B50-30 (80ES/80ET), Asus X550LC. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Clevo | Medion | Packard Bell,Acer | Asus | Clevo | Medion | Packard Bell,,Compatible Display LP156WHU-TPBH 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lp156whu-tpbh-18929928,"Panel part numbers: LP156WHU-TPBH, LP156WHB-TPD2, LP156WHB-TPGB, LP156WHU-TPF1, LP156WHB-TPH1, LP156WHU-TPB1, LP156WHU-TPD1, LP156WHU-TPG1. Compatible laptop models: Packard Bell EasyNote TE69KB, Asus R510L, Asus F555LD, Acer TravelMate P2 (P255-M), Asus X555LF, Clevo N550x, Acer Aspire V3-532G, Medion Akoya E6416, Nexoc B519 (N350DW), Acer Aspire V5-552. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | HP,Acer | HP,,Compatible Display LP160WU3-SPD1 16.0 in 1920x1200 / WUXGA 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lp160wu3-spd1-149582523,"Panel part numbers: LP160WU3-SPD1, LP160WU1(SP)(F1), LP160WU1-SPF1, LP160WU3 (SP)(D1). Compatible laptop models: Acer Swift X 16 (SFX16-52G), Acer ConceptD 3 Pro (CN316-73P), Acer ConceptD 3 (CN316-73G), Acer Swift Go 16 (SFG16-71), Acer TravelMate P4 (TMP416-51), Acer TravelMate P2 (TMP216-51-TCO), Acer TravelMate P4 (TMP416-52), Acer Swift Go 16 (SFG16-72), HP ZBook Firefly 16 G11, HP EliteBook 860 G11. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Fujitsu | HP | Lenovo,Acer | Fujitsu | HP | Lenovo,,Compatible Display LQ133M1JW62 13.3 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lq133m1jw62-149223947,"Panel part numbers: LQ133M1JW62. Compatible laptop models: Lenovo ThinkPad L13 Gen 2 (20VH/20VJ), Acer Swift 3 (SF313-51), HP EliteBook 830 G5, HP ProBook 430 G8, Fujitsu LifeBook U7312, Fujitsu LifeBook U7313, Fujitsu LifeBook E5413, Fujitsu LifeBook E5413A. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus,Acer | Asus,,Compatible Display LQ140M1JW49 14.0 in 1920x1080 / FHD 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lq140m1jw49-99087705,"Panel part numbers: LQ140M1JW49. Compatible laptop models: Acer Predator Triton 300SE (PT314-51S), Asus ROG Zephyrus G14 GA401QC, Asus ROG Zephyrus G14 GA401QE, Asus ROG G14 GA401QEC, Asus ROG Zephyrus G14 GA401QH, Asus GA401QH, Asus ROG Zephyrus G14 GA401QM, Asus ROG Zephyrus G14 GA401IHR, Asus GA401HR. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display LQ156D1JW42A 15.6 in 3840x2160 / UHD 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-lq156d1jw42a-133132486,"Panel part numbers: LQ156D1JW42A. Compatible laptop models: Asus ProArt StudioBook 15 H500GV, Acer ConceptD 5 (CN515-51), Lenovo ThinkPad P15s Gen 2 (20W6/20W7), Lenovo LOQ 15IAX9 (83GS), Lenovo LOQ 15ARP10E Type 83S0, Acer ConceptD 7 Pro (CN715-72P), Asus ProArt StudioBook Pro 15 W500G5T, Asus ProArt StudioBook Pro 15 W500GV, Asus ROG Zephyrus M15 GU502LU. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display LTN133AT29-401 13.3 in 1366x768 / 0 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn133at29-401-138931126,"Panel part numbers: LTN133AT29-401. Compatible laptop models: Asus Transformer Book Flip TP300UA, Asus ZenBook UX303UA, Asus R301LA, Asus R301LJ, Asus Pro Essential P302UA, Lenovo IdeaPad 510S-13ISK (80SJ), Lenovo ThinkPad 13 (20GJ), Lenovo ThinkPad L390 (20NR/20NS), Lenovo IdeaPad U330P, Acer Aspire V3-371. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Dell,Acer | Asus | Dell,,Compatible Display LTN140AT07-H01 14.0 in 1366x768 / HD 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn140at07-h01-18930111,"Panel part numbers: LTN140AT07-H01, LTN140AT19, LTN140AT07, LTN140AT18. Compatible laptop models: Asus X43S, Asus K43SM, Asus R411MA, Dell Latitude 14 (E6430), Acer Aspire 4830Z, Asus P42JC, Asus A42JZ, Asus K45VD, Asus K42JE, Asus K43U. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo,Acer | Asus | HP | Lenovo,,Compatible Display LTN140AT39-401 14.0 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn140at39-401-71118964,"Panel part numbers: LTN140AT39-401, LTN140AT31-401, LTN140AT31-901, LTN140AT35-401, LTN140AT37-401. Compatible laptop models: Asus Pro Essential PU403UA, Asus VivoBook Max X441UA, HP 14g-ad000, Asus VivoBook X456UR, Acer TravelMate P6 (P645-S), Lenovo E40-30 (80EN), Acer Aspire 3 (A314-31), Asus X456UA, Asus X455WA, Asus F456UA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | Clevo | Fujitsu | HP | Lenovo | Schenker,Asus | Clevo | Fujitsu | HP | Lenovo | Schenker,,Compatible Display LTN140HL05 14.0 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn140hl05-52161270,"Panel part numbers: LTN140HL05, LTN140AT12-001. Compatible laptop models: Schenker S403 (W840SN), Fujitsu LifeBook E546, Asus Pro Essential PU403UF, Clevo N24x, Asus VivoBook 14 X405UA, Fujitsu LifeBook U745, Asus F456UV, HP ProBook 440 G3, Lenovo IdeaPad 3 CB-14IGL05 (82C1), Lenovo ThinkPad T14 Gen 1 (20UD/20UE). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Dell | Fujitsu | HP,Dell | Fujitsu | HP,,Compatible Display LTN140KT04 14.0 in 1600x900 / HD+ 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn140kt04-32733547/nup,"Panel part numbers: LTN140KT04, LTN140KT04-201. Compatible laptop models: Fujitsu LifeBook S782, Dell Latitude 14 (E6420), Fujitsu LifeBook S751, Fujitsu LifeBook S781, Dell Latitude 14 (E6430) ATG, Dell Latitude 14 (E5430), HP ProBook 6460b. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo | Toshiba,Acer | Asus | Lenovo | Toshiba,,Compatible Display LTN154BT02 15.4 in 1280x800 / WXGA 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn154bt02-32733555,"Panel part numbers: LTN154BT02. Compatible laptop models: Acer TravelMate 6593, Acer TravelMate 6593G, Panasonic Toughbook CF-52, Toshiba Satellite C55D-B, Asus N50VN, Asus N50VC, Lenovo B40-70 (80F3). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Compaq | Fujitsu | HP | Samsung,Acer | Asus | Compaq | Fujitsu | HP | Samsung,,Compatible Display LTN154X3-L01-0 15.4 in 1280x800 / WXGA 30-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn154x3-l01-0-27499641/nup,"Panel part numbers: LTN154X3-L01-0, LTN154X1-L02, LTN154P1-L02, BA59-02277A, LTN154X3-L01-1, LTN154X1-L02-A, LTN154X3-L01, LTN154X1-L02-A SS, LTN154X1-L02 ROHS, LTN154X1-L02-G SS, LTN154X1-L02-G, LTN154X3-L01-G. Compatible laptop models: Asus A6M, Fujitsu Amilo Pro V3505 MS2191, Asus F3JC, Samsung R40, HP Compaq nc8430 Business, Acer TravelMate 5512AWLMi, Acer Aspire 5920G, Fujitsu Amilo Pi-1536 Reg.No P53IA0, Asus Pro50V, Asus F5V. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Compaq | Fujitsu | HP | Samsung,Acer | Asus | Compaq | Fujitsu | HP | Samsung,,Compatible Display LTN154X3-L09 15.4 in 1280x800 / WXGA 30-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn154x3-l09-18930178/nup,"Panel part numbers: LTN154X3-L09, LTN154X3-L06, LTN154XA-L01, BA96-03714A, LTN154AT09, LTN154AT01. Compatible laptop models: Asus A6F, Samsung X60-Pro, HP Compaq nx7400 Business, Acer TravelMate 5510, Acer Aspire 5220, Acer Aspire 5922, Fujitsu Amilo Si 1848 Reg.No. S50IA0, Fujitsu Amilo Pro V3525, Acer Aspire 5730, Acer Extensa 5430. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Fujitsu | HP | Packard Bell,Acer | Asus | Fujitsu | HP | Packard Bell,,Compatible Display LTN156AT27 15.6 in 1366x768 / HD 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156at27-18930213,"Panel part numbers: LTN156AT27, LTN156AT32, LTN156AT17, LTN156AT24, LTN156AT24-501. Compatible laptop models: HP G62, HP Pavilion dv6-3000, Asus A52JK, Acer Extensa 5735G-2, Acer Aspire 5940G, Asus Pro5DIN, Packard Bell EasyNote TK85, Acer Aspire 5736Z, Fujitsu LifeBook AH530/HD6, Nexoc S645 (TW9). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Packard Bell | Samsung,Acer | Asus | HP | Packard Bell | Samsung,,Compatible Display LTN156AT35 15.6 in 1366x768 / HD 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156at35-30093456,"Panel part numbers: LTN156AT35, LTN156AT30-601, LTN156AT30, LTN156AT30-701, LTN156AT29. Compatible laptop models: Packard Bell EasyNote TX86, Samsung NP305E5A, Samsung NP350V5C, Acer TravelMate TimelineX 8572, Samsung SA31, HP Envy dv6-7200, Asus N53TK, Acer Aspire 5742, Asus Pro P550CA, Packard Bell EasyNote TF71BM. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display LTN156AT35-301 15.6 in 1366x768 / HD 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156at35-301-30093457,"Panel part numbers: LTN156AT35-301, LTN156AT20, LTN156AT35-H01, LTN156AT35-T01. Compatible laptop models: Acer Aspire M3-581T, Acer TravelMate 8571, Acer Aspire V5-531, Acer Aspire 5553, Asus P500CA, Asus F502CA, Asus S56CB, Acer TravelMate 8573G, Acer TravelMate P2 (P255-MG), Lenovo IdeaPad S510p (80BN/80BQ). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Clevo | Lenovo,Acer | Asus | Clevo | Lenovo,,Compatible Display LTN156AT37 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156at37-18930234,"Panel part numbers: LTN156AT37, LTN156AT39, LTN156AT33, LTN156AT33-401, LTN156AT39-W01, LTN156AT31, LTN156AT37-T01, LTN156AT38-402. Compatible laptop models: Acer Aspire E1-570G, Clevo WA5x, Acer Aspire E5-511G, Acer Aspire E5-571, Acer Aspire E5-531, Acer TravelMate P4 (P455-MG), Lenovo IdeaPad 100-15IBY (80MJ/80R8), Lenovo ThinkPad L540 (20AU/20AV), Asus F555LA, Asus X555LA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Dell | HP | Lenovo | Toshiba,Acer | Asus | Dell | HP | Lenovo | Toshiba,,Compatible Display LTN156AT39-301 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156at39-301-25790071,"Panel part numbers: LTN156AT39-301, LTN156AT39-H01, LTN156AT39-B01, LTN156AT39-L01, LTN156AT39-P01, LTN156AT39-701, LTN156AT39-702, LTN156AT39-901. Compatible laptop models: Acer Aspire V5-572, Lenovo G50-30 (80G0), Lenovo Z50-70 (80E7), Lenovo ThinkPad W541 (20EF/20EG), Asus N551JK, Acer Aspire E5-551, HP 15-g200, Dell Vostro 15 (3549), Toshiba Satellite P50T-C, Asus VivoBook X540SC. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display LTN156AT39-701 15.6 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156at39-701-26116146,"Panel part numbers: LTN156AT39-701, LTN156AT39-L01, LTN156AT39-H01, LTN156AT39-B01, LTN156AT39-W01, LTN156AT39-P01, LTN156AT39-702, LTN156AT39-901. Compatible laptop models: Acer Aspire E1-530, Lenovo G50-80 (80E5/80KR/80L0/80L4/80R0), Lenovo ThinkPad L540 (20AU/20AV), Asus E502MA, Acer Aspire E1-532, Asus F555LF, Asus X550VX, Asus F555LA, Asus X555LA, Asus X550LB. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | MSI,Asus | MSI,,Compatible Display LTN156FL06-301 15.6 in 3840x2160 / UHD 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156fl06-301-78494950/nup,"Panel part numbers: LTN156FL06-301, LJ96-06234B, LJ96-06478A, LTN156FL02-101, LTN156FL02-L01. Compatible laptop models: Asus K501UX, Asus A501UX, MSI GE63 Raider RGB 8RE/8RF (MS-16P5), MSI GT62VR 6RD/6RE/7RE (MS-16L2), MSI WS66 11UM/11UMT (MS-16V4), MSI GS66 Stealth 11UE/11UH/11UG (MS-16V4), MSI GS65 Stealth 9SD/9SE/9SF/9SG (MS-16Q4), MSI GS66 Stealth 10UE/10UH/10UHZ (MS-16V3), MSI GS66 10UG/10UGZ (MS-16V3), Asus ROG Strix GL502VS. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo | Toshiba,Acer | Asus | HP | Lenovo | Toshiba,,Compatible Display LTN156HL01-102 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156hl01-102-140789048/nup,"Panel part numbers: LTN156HL01-102, LTN156HL09, LTN156HL02, LTN156HL07, LTN156HL07-002, LTN156HL08-201. Compatible laptop models: Acer Aspire V5-572G, Asus F555LD, Asus ROG G551JM, Lenovo ThinkPad Edge E550 (20DF/20DG), Acer TravelMate P4 (P455-M), Asus N551JM, Asus VivoBook Pro N552VX, Lenovo ThinkPad T540 (20BF/20BE), HP ProBook 450 G3, Toshiba Tecra Z50-C. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Fujitsu | MSI,Acer | Asus | Fujitsu | MSI,,Compatible Display LTN156HL02 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156hl02-100194046,"Panel part numbers: LTN156HL02, LTN156HL07, LTN156HL07-002, LTN156HL08-201, LTN156HL09, LTN156HR01-002. Compatible laptop models: Acer Aspire V5-561, Acer Aspire V5-561G, Acer Aspire V5-573, MSI GP60 2PE/2OD/2QE/2QF (MS-16GH), Asus X550LD, Asus E550LD, Acer Aspire V 15 Nitro (VN7-571G), Fujitsu LifeBook E754, Acer TravelMate P2 (P256-M), Asus R510LD. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Clevo | Dell | Fujitsu | HP | Lenovo | MSI,Clevo | Dell | Fujitsu | HP | Lenovo | MSI,,Compatible Display LTN156KT02 15.6 in 1600x900 / HD+ 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-ltn156kt02-72404617/nup,"Panel part numbers: LTN156KT02, LTN156KT04. Compatible laptop models: Dell Precision M4600, Fujitsu LifeBook E752, Fujitsu LifeBook E782, Fujitsu LifeBook AH532 GFX, HP ProBook 6550b, Fujitsu Celsius H700, Lenovo ThinkPad L530, MSI GE620 (MS-16G5), HP ProBook 6560b, Clevo W25x. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo,Acer | Asus | HP | Lenovo,,Compatible Display M03766-001 14.0 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-m03766-001-103404383,"Panel part numbers: M03766-001, L44037-293. Compatible laptop models: Lenovo IdeaPad S340-14IIL (81VV/81WJ), Asus VivoBook S14 S430UF, Asus VivoBook S14 S430FA, HP ProBook 440 G6, Lenovo IdeaPad 5-14ARE05 (81YM), Lenovo IdeaPad S540-14IWL (81ND/81QX), HP Pavilion 14-ce0000, Acer Swift 3 (SF314-511), Acer Aspire 1 (A114-61L), Acer TravelMate X3 (TMX3410-MG). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display M10794-001 15.6 in 1920x1080 / FHD 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-m10794-001-77699239,"Panel part numbers: M10794-001, L10664-2D2, L71941-001, M10828-QD1. Compatible laptop models: Acer Predator Helios 300 (PH315-54), Asus ROG Zephyrus M15 GU502LV, Asus ROG Zephyrus G15 GA502IV, Asus ROG Zephyrus M15 GU502LU, Asus TUF Gaming A15 FA507RC, Asus TUF Gaming F15 FX506HCB, Asus ROG Zephyrus G15 GA503QR, Lenovo Legion 7-15IMH5 (82BC), Asus TUF Gaming Dash F15 FX517ZR, Asus TUF Gaming A15 FA506IE. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | Lenovo,Acer | Asus | Lenovo,,Compatible Display M10828-3D1 15.6 in 1920x1080 / FHD 40-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-m10828-3d1-101165829,"Panel part numbers: M10828-3D1. Compatible laptop models: Acer Predator Helios 300 (PH315-54), Asus ROG Zephyrus M15 GU502LV, Asus ROG Zephyrus G15 GA502IV, Asus ROG Zephyrus M15 GU502LU, Asus TUF Gaming A15 FA507RC, Asus TUF Gaming F15 FX506HCB, Asus ROG Zephyrus G15 GA503QR, Lenovo Legion 7-15IMH5 (82BC), Asus TUF Gaming Dash F15 FX517ZR, Asus TUF Gaming A15 FA506IE. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo,Acer | Asus | HP | Lenovo,,Compatible Display M133NWN1 R3 13.3 in 1366x768 / 0 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-m133nwn1-r3-138931130,"Panel part numbers: M133NWN1 R3, M133NWN1 R1, M133NWN1 R1 HW:1.3 FW:0.1, M133NWN1 R4. Compatible laptop models: HP ProBook 430 G3, Acer Aspire ES1-332, Asus Chromebook C300SA, Asus ZenBook UX303LA, Lenovo IdeaPad U330P, Acer Aspire V3-371, Lenovo IdeaPad U330, Lenovo IdeaPad 500S-13ISK (80Q2), Lenovo ThinkPad 13 Chromebook (20GL/20GM). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo | Toshiba,Acer | Asus | HP | Lenovo | Toshiba,,Compatible Display M140NWF5 R0 14.0 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-m140nwf5-r0-79874134,"Panel part numbers: M140NWF5 R0. Compatible laptop models: Lenovo ThinkPad T440s (20AQ/20AR), Acer TravelMate P6 (P648-M), Lenovo S41-35 (80JW), Lenovo ThinkPad T480s (20L7/20L8), Lenovo ThinkPad L480 (20LS/20LT), Toshiba Satellite Pro A40-C, Lenovo V130-14IGM (81HM), HP 14-bs100, Asus F456UQ, Lenovo ThinkPad T460p (20FW/20FX). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Acer | Asus | HP | Lenovo,Acer | Asus | HP | Lenovo,,Compatible Display M140NWF5 RF 1.1 14.0 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-m140nwf5-rf-1.1-88538316,"Panel part numbers: M140NWF5 RF 1.1. Compatible laptop models: Acer Chromebook 714 (CB714-1W), Lenovo IdeaPad 3-14IIL05 (81WD), Lenovo IdeaPad 3-14IML05 (81WA), Asus X430UA, HP 14-ck0000, HP 14-cf3000, Lenovo ThinkPad T14s Gen 2 (20WM/20WN), Acer Swift 3 (SF314-54), Lenovo ThinkBook 14 G3 ACL (21A2), Lenovo IdeaPad 3-14ADA6 (82KQ). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
cross-brand,structured-db,Asus | HP | Lenovo,Asus | HP | Lenovo,,Compatible Display M140NWR4-R1 14.0 in 1366x768 / HD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-m140nwr4-r1-70059556,"Panel part numbers: M140NWR4-R1, M140NWR4 R1 HW2.1, M140NWR6 R1 HW1.2, M140NWR6-R1. Compatible laptop models: Asus P452SA, HP 14q-aj000, Asus VivoBook 14 X405UR, Lenovo ThinkPad L460 (20FU/20FV), Asus X453SA, Asus X455WE, Asus VivoBook Max X441SC, Asus VivoBook E402SA, HP 14-ck2000, Lenovo V330-14ARR (81B1). Match screen size, resolution, connector pins, connector position and bracket style before ordering."
